Unnamed: 0,id,user_name,post_message,num_like_post,num_comment_post,num_share_post,label,user_name_labelEncoder,user_name_freq
4668,296,-7845741394264275968,"THÔNG_TIN CHI_TIẾT VỀ CA BỆNH THỨ 17 MẮC COVID-19 TẠI HÀ_NỘI 21h30 ngày 6/3/2020 , Viện Vệ_sinh Dịch_tễ Trung thông_báo kết_quả xét_nghiệm dương_tính Covid-19 đối_với bệnh_nhân N. H. N , 26 tuổi , đã đi thăm chị_gái tại Anh và cùng chị_gái qua Ý , Pháp du_lịch và trở về Hà_Nội 4h30 ngày 02/3/2020 trên chuyến bay VN 0054 . Bệnh_nhân N.H.N làm quản_lý khách_sạn , có địa_chỉ thường_trú tại phường Trúc_Bạch , quận Ba_Đình , TP Hà_Nội .... Theo Trung_tâm Kiểm_soát Bệnh_tật Hà_Nội : Bệnh_nhân này xuất_cảnh ngày 15/2 bay sang London ( Anh ) , ngày 18/2 bay sang Milan ( tỉnh Lombardy , Italia ) du_lịch . Tại thời_điểm này , tại tỉnh Lombardy chưa ghi_nhận dịch Covid-19 bùng_phát . Ngày 20/2/2020 quay trở về Anh . Ngày 25/02/2020 , bệnh_nhân sang Paris , Pháp du_lịch 1 ngày . Ngày 29/2 , bệnh_nhân bắt_đầu có biểu_hiện ho , nhưng không đi khám . Đến ngày 1/3 , bệnh_nhân bị thêm đau mỏi người , không rõ sốt . Sau đó bệnh_nhân lên máy_bay trở về Việt_Nam trên chuyến bay có số_hiệu VN0054 của Hãng Hàng không Quốc_gia Việt_Nam ( Vietnam_Airlines ) và hạ_cánh xuống sân_bay Nội_Bài lúc 4h30 sáng ngày 2/3 . Do bệnh_nhân lúc này không sốt , không khai_báo tình_trạng sức_khoẻ của mình nên đã được nhập_cảnh . Bệnh_nhân được lái_xe riêng của gia_đình đưa về nhà_riêng tại phường Trúc_Bạch , quận Ba_Đình . Kể từ khi về nước , bệnh_nhân biết mình bị bệnh nên đã chủ_động tự cách_ly tại phòng riêng , hạn_chế tiếp_xúc với người trong gia_đình , không đi đâu ra khỏi nhà , chủ_động đeo khẩu_trang kể_cả khi ở trong nhà . Bệnh_nhân bắt_đầu có biểu_hiện sốt nhẹ ngày 02/3 . Ngày 5/3 bệnh_nhân xuất_hiện sốt liên_tục ( 38 độ C ) kèm theo ho nhiều , có đờm , mệt_mỏi . Bệnh_nhân đi khám tại Bệnh_viện Hồng_Ngọc cơ_sở 55 Yên_Ninh , Ba_Đình , được chẩn_đoán viêm phổi ( phim chụp XQ có hình_ảnh đám mờ ở đáy phổi phải ) . Do có tiền_sử đi từ nước_ngoài về , nên bệnh_nhân được chuyển đến bệnh_viện Bệnh nhiệt_đới Trung_ương cơ_sở Kim_Chung để theo đõi điều_trị . Lúc 18h ngày 5/3 , bệnh_nhân nhập_viện Bệnh nhiệt_đới Trung_ương cơ_sở Kim_Chung , đang được cách_ly , theo_dõi sức_khoẻ nghiêm_ngặt tại phòng áp_lực âm của bệnh_viện . Ngay sau khi ghi_nhận thông_tin về ca nghi nhiễm , lãnh_đạo Sở Y_tế Hà_Nội , lãnh_đạo Trung_tâm Kiểm_soát bệnh_tật Hà_Nội , Chủ_tịch UBND quận Ba_Đình và các lực_lượng của ngành y_tế và quận Ba_Đình đã trực_tiếp xuống khu_vực nhà bệnh_nhân để chỉ_đạo thực_hiện công_tác phòng_chống dịch , cụ_thể : - Lập sơ_đồ khoanh vùng khu_vực có bệnh_nhân , lập chốt tại 2 đầu khu_phố Trúc_Bạch , đóng_cửa các hàng_quán tại khu_vực . - Trung_tâm Kiểm_soát bệnh_tật Hà_Nội cử 3 đội đáp_ứng nhanh phối_hợp với đội đáp_ứng nhanh của Trung_tâm Y_tế quận Ba_Đình và các đơn_vị liên_quan tiến_hành điều_tra dịch_tễ lập danh_sách những người tiếp_xúc gần với bệnh_nhân và những người tiếp_xúc với người tiếp_xúc gần tại khu_vực nhà bệnh_nhân đang sinh_sống ; tại Bệnh_viện Hồng_Ngọc ( 55 Yên_Ninh ) nơi bệnh_nhân đến khám ban_đầu ; tại Bệnh_viện Bệnh nhiệt_đới cơ_sở 2 và hồi cứu quá_trình nhập_cảnh tại sân_bay Nội_Bài của bệnh_nhân . Theo đó , đã làm rõ những thông_tin sau : + Chuyến bay VN0054 có tổng_cộng 201 hành_khách và 4 phi_công và 12 tiếp_viên . Hiện Vietnam_Airlines đang phối_hợp để rà_soát , kiểm_soát . + Tại nhà_riêng của bệnh_nhân : có 08 người tiếp_xúc gần là bố và bác bệnh_nhân , 5 người tạp_vụ và 1 lái_xe riêng . Hiện_tại sức_khoẻ của những người này đều bình_thường , không ai có biểu_hiện sốt , ho . + Tại Bệnh_viện Hồng_Ngọc : Có 17 người tiếp_xúc với bệnh_nhân . Hiện_tại sức_khoẻ của những người này đều bình_thường , không ai có biểu_hiện sốt , ho . Đã được cách_ly tại Bệnh_viện Bệnh nhiệt_đới trung_ương . + Sở Y_tế Hà_Nội đã tổ_chức phun khử khuẩn bằng Cloramin_B tại nhà bệnh_nhân và khu_vực lân_cận , bệnh_viện Hồng_Ngọc và nhà những người tiếp_xúc gần . + Toàn_bộ những người tiếp_xúc gần đã được chuyển tới Bệnh_viện Bệnh Nhiệt_đới Trung_ương cơ_sở 2 để cách_ly tập_trung và lấy mẫu xét . + Còn lại những người tiếp_xúc gần với những người có tiếp_xúc gần với bệnh_nhân được thống_kê lập danh_sách và yêu_cầu thực_hiện cách_ly y_tế tại nơi ở theo quy_định . + Đề_nghị Bộ Ngoại_giao làm_việc các cơ_quan ngoại_giao của Anh , Pháp để thông_tin về lịch_trình , nơi ở để họ có biện_pháp kiểm_soát . Nguồn : Bộ Y_tế Xem thêm",33000,3400,9500.0,0,186,41
580,581,0f5ad15c95920a89fa4a92628968c6f4,"Đáp lại tiếng kêu khóc van_xin nghe đến xé lòng của chị bán rau là những câu nói lạnh_lùng , vô_cảm của ngườ phụ_nữ được cho là Lãnh_Đạo phường Bãi_Cháy , TP Hạ_Long , Quảng_Ninh : Con này mày có bị điên không , giữ mồm nó lại , khoá tay nó lại ... Cũng may là có đoạn video của ai đó . Nếu không có thì các anh_chị nghĩ sao về số_phận của chị này ? Liệu có một bản_án hình_sự dành cho chị ? Hậu_quả nếu xảy ra và một câu xin_lỗi liệu có tương_xứng ? Ps : Đây chỉ là một điển_hình trong vô_số những vị lãnh_đạo có tý chức tý quyền , hách dị < URL > nhân_dân như cỏ rác . Họ quên mất là họ đang làm_việc và nhà_nước trả lương từ tiền thuế của Nhân_Dân .",78,17,3.0,1,423,1
3127,3128,95c97fe88622913c06647299859b5af0,"“ Thầy ơi , thầy đâu rồi ? ” , “ Thầy ơi , thầy mất_mạng rồi sao ? ” , “ Thầy ơi , thầy bị đá ra khỏi hệ_thống rồi ” , “ Ôi , thầy trở_lại rồi , thầy hồi_sinh rồi kìa ! ” là những câu nói rất thường_xuyên xuất_hiện trong những buổi học khi mạng internet nhà thầy bị chập_chờn hay tạm_thời mất tín_hiệu . # giaoduc # COVID _ 19 # dạyhọctrựctuyến",387,10,97.0,0,2356,1
3667,3668,dc1830808eb72adf4a1ead769d12df0e,"Tiền điện có tháng chỉ hết gần 30.000 đồng , có tháng thì hơn 100.000 đồng , bây_giờ vọt lên 13.520.122 đồng . < URL >",2,0,1.0,0,3207,1
2679,2680,b87f144b4dd23968ec26f752031adad1,"Trước tình_hình dịch Covid-19 diễn_biến phức_tạp , phát_biểu tại phiên họp thường_kỳ Chính_phủ tháng 3 , Thủ_tướng yêu_cầu Bộ GD-ĐT nghiên_cứu , đề_xuất phương_án phù_hợp đối_với thi THPT quốc_gia năm 2020 .",6,0,0.0,0,2560,1
2854,2855,b19c1ca64d313f74e34865d58060b877,"Tình_hình dịch_bệnh bên ngoài diễn_biến xấu rất nhanh , bên cạnh việc kiên_trì thực_hiện các chỉ_đạo của Thủ_tướng Chính_phủ , Ban Chỉ_đạo quốc_gia , Bộ Y_tế , cần ngăn_chặn mạnh , dứt_khoát hơn , không để xảy ra tình_trạng “ trong đánh ra , ngoài đánh vào ” . Đây là nhận_định của các thành_viên Ban Chỉ_đạo quốc_gia phòng_chống dịch_bệnh viêm đường hô_hấp cấp do chủng mới của virus Corona gây ra ( COVID-19 ) tại cuộc họp sáng 16/3 . Ban Chỉ_đạo yêu_cầu các cơ_quan , đơn_vị rà_soát kỹ , thực_hiện nghiêm ý_kiến chỉ_đạo của Thủ_tướng về các đối_tượng phải cách_ly y_tế bắt_buộc khi vào Việt_Nam . Ban Chỉ_đạo cũng đề_nghị tiến_hành đo thân_nhiệt , phân_luồng người nhập_cảnh ngay khi xuống máy_bay . Đối_với người nước_ngoài thì điều_chỉnh lại quy_trình tiếp_nhận . Đối_với công_dân Việt_Nam từ vùng có dịch về nước , cần nhanh_chóng giải_phóng người tập_trung ở sân_bay để sớm đưa về khu cách_ly tập_trung theo quy_định ; … Đồng_thời , ở trong nước , các chuyên_gia cho rằng , phải tiến_hành đồng_bộ các biện_pháp để phát_hiện các đối_tượng nhiễm , nghi nhiễm càng sớm càng tốt . Do_đó chúng_ta cần đẩy_mạnh ứng_dụng công_nghệ_thông_tin , đồng_bộ hệ_thống cơ_sở_dữ_liệu để giúp phát_hiện nhanh nhất các trường_hợp nghi_ngờ ; triển_khai thực_hiện hiệu_quả việc khai_báo y_tế bắt_buộc , khai_báo y_tế tự_nguyện toàn dân ; phân_loại các nhóm đối_tượng có nguy_cơ lây_nhiễm cao , những người già , người có bệnh nền ; … Bên cạnh đó , cần tiếp_tục đẩy_mạnh sàng_lọc , phát_hiện , tổ_chức cách_ly , điều_trị , dập dịch tại_chỗ ; phát_động toàn dân tham_gia phòng_chống dịch , sử_dụng tai_mắt nhân_dân để phát_hiện kịp_thời các trường_hợp nghi_ngờ . Những người có nguy_cơ , trước_tiên phải tự cách_ly ngay tại nhà , sau đó cơ_quan y_tế cử người đến tận nhà để hướng_dẫn , kiểm_tra sức_khoẻ … Nhấn_mạnh trách_nhiệm của lãnh_đạo cấp_uỷ và chính_quyền cơ_sở , các đại_biểu đề_nghị Bộ Y_tế có khuyến_cáo yêu_cầu các phường , xã phải thực_hiện nghiêm_ngặt phòng_chống dịch tại cộng_đồng ; yêu_cầu các đồng_chí Bí_thư , Chủ_tịch phường , xã tiến_hành rà_soát lại để kiện_toàn Ban chỉ_đạo phòng_chống dịch tại cơ_sở ; lập tổ công_tác với nòng_cốt lực_lượng công_an , dân_quân , y_tế và hỗ_trợ công_nghệ_thông_tin ( nhân_viên bưu_điện , Viettel , VNPT ) nhằm bám sát tình_hình trên địa_bàn , phân nhóm ngời dân theo tình_trạng sức_khoẻ ; có giải_pháp hỗ_trợ thăm_khám , chăm_sóc tại_chỗ với đối_tượng có nguy_cơ lây_nhiễm , có tiền_sử bệnh , tuổi_cao_sức_yếu dễ bị lây_nhiễm và khi nhiễm dễ bị tình_trạng nặng . Ban Chỉ_đạo cũng thảo_luận và cho rằng cần phải có sự hiệp_đồng , phối_hợp chặt_chẽ hơn_nữa giữa các lực_lượng trong việc tiếp_nhận , tổ_chức cách_ly người nhập_cảnh vào Việt_Nam ; tối_ưu_hoá , nâng cao năng_lực hệ_thống xét_nghiệm , phát_hiện nhanh các trường_hợp nhiễm_bệnh ; triển_khai các biện_pháp kiểm_soát dịch_bệnh trên các chuyến bay nội_địa ; chế_độ tài_chính phục_vụ công_tác phòng_chống dịch ; công_tác bảo_đảm trang_thiết_bị vật_tư y_tế , máy_móc điều_trị , phương_tiện bảo_hộ phục_vụ công_tác phòng_chống , điều_trị bệnh ; các địa_phương chuẩn_bị cơ_sở lưu_trú trên địa_bàn phục_vụ công_tác cách_ly theo yêu_cầu của các Quân_khu … Tiểu_ban hậu cầu phối_hợp chặt_chẽ với Mặt_trận tổ_quốc Việt_Nam để tiếp_nhận tài_trợ từ các doanh_nghiệp và cộng_đồng , trước_hết là các hiện_vật , trang_thiết_bị , vật_tư phục_vụ cho công_tác chống dịch ; có phương_án bảo_đảm đầy_đủ trang_thiết_bị bảo_hộ cho cán_bộ y_tế , các lực_lượng làm nhiệm_vụ khi tiếp_xúc với các đối_tượng có nguy_cơ lây_nhiễm . Theo Cổng_Thông tin điện_tử Chính_phủ",306,11,16.0,0,2703,45
3108,3109,89f20f66ff68d4a4ecc7e9266880d93e,"Hầu_hết du_khách nước_ngoài tuy có chút lo_lắng về dịch_bệnh COVID-19 , nhưng mọi người vẫn cảm_thấy an_toàn và được tiếp_đón nhiệt_tình khi tham_quan , mua_sắm , du_lịch tại TP. Hồ_Chí_Minh .",167,0,98.0,0,2201,1
2812,2813,2d053665884765fab2b10a5259ec21f9,CÙNG VFF RỬA TAY ĐÚNG CÁCH - CHUNG TAY ĐẨY_LÙI COVID19,6,0,0.0,0,867,1
4197,4198,e8d9a953df30223f6e19250e1b60051b,"SỐ CA NHIỄM TĂNG CHÓNG_MẶT , Nhật_Bản liệu có vỡ trận như Châu_Âu ? 😱 Chỉ tính đến 5h chiều hôm nay 25/03/2020 , riêng Tokyo ghi_nhận thêm 40 ca nhiễm Corona , tỷ_lệ nhiễm cao nhất từ trước đến nay , nâng tổng ca nhiễm tại Tokyo lên hơn 200 người ! ! ! Vậy là Tokyo đã vượt qua Hokkaido để trở_thành điểm dịch lớn nhất toàn Nhật . Nếu 2 tuần sau lượng người nhiễm trong nội_thành Tokyo tăng lên trên con_số 530 , khả_năng toàn thành_phố Tokyo sẽ bị phong_toả để ngăn_chặn sự lây_lan rộng ... hơn . Tính đến thời_điểm tối_qua 24/03 , Nhật có 1226 người nhiễm , trong đó 44 người tử_vong ( chưa bao_gồm trên tàu Diamond thêm 712 người nhiễm , 10 người tử_vong ) . Hiện 65 người đang trở nặng . Các tỉnh có người nhiễm cụ_thể : ▽TOKYO 171 ( hiện_tại tối_thiểu đã lên 211 ) ▽HOKKAIDO 167 ▽AICHI 148 ▽OSAKA 142 ▽HYOGO 118 ▽KANAGAWA 84 ▽Saitama 59 ▽Chiba 49 ▽Niigata 29 ▽Kyoto 27 ▽Oita 25 ▽Wakayama 17 ▽Gunma 14 ▽Kochi 12 ▽Gifu 11 ▽Ibaraki 10 ▽Mie , Nara , Fukuoka : 9 Ishikawa ( 8 ) , Kumamoto ( 7 ) , Aomori ( 6 ) , Tochigi ( 6 ) , Shiga ( 5 ) , Okinawa ( 5 ) , Nagano ( 5 ) , Yamaguchi ( 4 ) , Yamanashi ( 4 ) , Shizuoka ( 3 ) , Hiroshima ( 3 ) , Ehime ( 3 ) , Miyazaki ( 3 ) , Akita ( 2 ) , Fukushima ( 2 ) , Nagasaki ( 2 ) , Miyagi , Fukui , Okayama , Tokushima , Kagawa , Saga : 1 ▽ 14 người trên trực_thăng từ Trung_Quốc về ▽ 28 người thuộc các đơn_vị y_tế , xét_nghiệm … Số_liệu trên chỉ dừng lại vào ngày hôm_qua 24/3 , DCOM sẽ cập_nhật tình_hình người nhiễm liên_tục ở các bài viết khác . Số_liệu bài viết tham_khảo tại : < URL > … < URL > Xem thêm",2700,1600,2800.0,0,3369,1
2064,2065,266cf078603293ca58247d6f2c9d8446,"Tại buổi họp_báo có đại_diện lãnh_đạo Sở Giáo_dục và Đào_tạo ( GD & ĐT ) , Y_tế , Thông_tin và Truyền_thông ( TTTT ) .",290,15,3.0,0,782,55
4740,368,5494116179896058880,"Bắt_đầu từ ngày_mai ( 13/2/2020 ) , tỉnh Vĩnh_Phúc sẽ tiến_hành cách_ly khu_vực có dịch ở xã Sơn_Lôi , xã có nhiều ca nhiễm nhất trên địa_bàn huyện Bình_Xuyên ; đồng_thời lập 8 chốt để khoanh vùng , cách_ly khu_vực có dịch trên địa_bàn huyện để ngăn_chặn sự lây_lan của virus Corona . Đối_tượng cách_ly là toàn_bộ nhân_dân , công_nhân , người thuê trọ trên địa_bàn xã . # VTV 3 # Coronavirus # SonLoi # BinhXuyen # VinhPhuc # Cachly # nCoV",13000,1000,6000.0,0,1411,1
2711,2712,e17843f01e3eb99b2df1db64e14a3794,"CẢNH_BÁO Mới hóng được 2 câu_chuyện bắt_cóc con_nít ở Hoà_Khánh nè mọi người . Em kể sơ cho các mẹ để đề_phòng cẩn_thận . 1 vụ bên đường tàu đoạn Ngô_Thị_Nhậm ra biển , bà mẹ chở con ngồi trên xe đang đi mà hắn để_ý đi ngang qua giật luôn , bà mẹ sảng tri_hô và được người_dân abwts lại còn 1 vụ ngay khu vui_chơi giải_trí Chơn_Tâm có thằng cu nhỏ đang chơi trước sân bị 1 bà bịt mặt tới bồng bỏ chạy . Hên là cả 2 vụ đều bị người_dân bắt lại giao cho Công_An xử_lý , bà đó khai bả là người Bình_Định và đi chung cùng 8 người nữa ( còn 7 người đang lẩn_quẩn khu_vực khác ) . Nghe mà xanh mặt . Các mẹ nên cẩn_thận đừng sơ_hở dù chỉ 1s , con đi đâu mẹ đi theo đó . Đừng chở con 1 mình mà đi mấy đoạn đường vắng nhất_là phụ_nữ sẽ xử_lý ko kịp . Mình ko để_ý họ nhưng họ thì để_ý nhất_cử_nhất_động của mình . Sơ_hở chút là mất con liền . Các bậc phụ_huynh nên cẩn_thận .",0,0,0.0,1,1625,1
1420,1421,389c669730cb6c54314a46be785cea42,"Thêm 4 tỉnh_thành sẽ cho học_sinh đi học trở_lại từ ngày_mai , 23/4",3180,47,116.0,0,1030,58
1117,1118,f3317e52aa79b261db534a38e7f7c360,"CHUẨN_BỊ CHO "" CÚ HÍCH "" LỚN Theo dự_kiến của Uỷ_ban Thường_vụ Quốc_hội , việc phê_chuẩn Hiệp_định EVFTA sẽ được trình Quốc_hội thảo_luận , biểu_quyết thông_qua vào những ngày đầu Kỳ họp thứ 9 , Quốc_hội khoá XIV . Ngày 1/4/2020 , Uỷ_ban Thường_vụ Quốc_hội đã có văn_bản đề_nghị Thủ_tướng giao các bộ , ngành liên_quan phối_hợp chặt_chẽ với Văn_phòng Chủ_tịch nước , các cơ_quan của Quốc_hội để hoàn_thiện Bộ hồ_sơ về việc phê_chuẩn Hiệp_định thương_mại tự_do Việt Nam-Liên minh châu_Âu ( EVFTA ) trình Uỷ_ban Thường_vụ Quốc_hội tại phiên họp lần thứ 44 dự_kiến diễn ra vào giữa tháng 4/2020. Trước đó , tại Nghị_quyết phiên họp thường_kỳ tháng 2/2020 , Chính_phủ cũng đã yêu_cầu Bộ Công_Thương khẩn_trương hoàn_thiện thủ_tục trình Quốc_hội phê_chuẩn Hiệp_định EVFTA tại kỳ họp thứ 9 Quốc_hội khoá XIV ; trình Thủ_tướng chương_trình hành_động triển_khai Hiệp_định ; đẩy_mạnh tuyên_truyền , hướng_dẫn doanh_nghiệp khai_thác lợi_thế , cơ_hội từ Hiệp_định ; xây_dựng kế_hoạch thâm_nhập thị_trường nông_sản và thuỷ_sản châu_Âu . Ngày 12/2/2020 vừa_qua , Hiệp_định Thương_mại tự_do và Hiệp_định Bảo_hộ đầu_tư đã được Nghị_viện châu_Âu ( EP ) bỏ_phiếu thông_qua . Ngày 30/3/2020 , Hội_đồng châu_Âu đã quyết_định phê_chuẩn Hiệp_định EVFTA . Đây là quyết_định quan_trọng , đánh_dấu việc hoàn_thành toàn_bộ tiến_trình phê_chuẩn Hiệp_định EVFTA về phía Liên_minh châu_Âu . Theo quy_trình , Hiệp_định EVFTA sẽ có hiệu_lực thực_thi sau khi được Quốc_hội Việt_Nam phê_chuẩn và sau 30 ngày kể từ khi hai bên hoàn_thành các thủ_tục thông_báo cho nhau . Sau khi được Quốc_hội Việt_Nam phê_chuẩn và đưa vào thực_thi , EVFTA sẽ là "" cú hích "" lớn cho xuất_khẩu của Việt_Nam , giúp đa_dạng_hoá thị_trường và mặt_hàng xuất_khẩu , đặc_biệt là các mặt_hàng nông , thuỷ_sản cũng như những mặt_hàng Việt_Nam vốn có nhiều lợi_thế cạnh_tranh .",7334,37,199.0,0,3505,47
2285,2286,0c0b3b49564de51fb202ca851c18ecd2,"* * Gần 10 nhà cao_tầng đã được xây_dựng trong số hàng trăm lô đất nghi rơi vào tay người Trung_Quốc ở Đà_Nẵng , khiến khả_năng phòng_thủ và tấn_công của sân_bay Nước_Mặn bị tê_liệt . * *",101,69,6.0,0,358,1
4724,352,-6011831914279107584,"< “ GHEN CÔ VY ” CỦA VIỆT_NAM LÊN SÓNG KÊNH HBO > 📍 24 h qua , cộng_đồng mạng đã hào_hứng chia_sẻ trích_đoạn người dẫn_chương_trình John_Oliver của kênh_truyền_hình HBO hết_lời khen_ngợi “ bài ca chống virus Corona ” của Việt_Nam . Ông thậm_chí còn phấn_khích nhảy theo “ Ghen_Cô_Vy ” với biểu_cảm hết_sức dễ_thương ❤ John_Oliver gọi đây là “ sự sáng_tạo tuyệt_vời của các nhạc_sỹ ” , khác xa với những người “ ngủ quên trong âm_nhạc ” 😱😱😱 Nói thật , tự_hào hơn cả chuyện 1 bài hát rất nhiều luôn 🇻 ... 🇳🇻🇳🇻🇳 # vtv 6 # Theheso # covid 19 # proudofVietNam Xem thêm",20000,365,3000.0,0,1625,1
3853,3854,3c3bf98192c76bbf725a6586ce8a9c0f,"Thông_tin này cũng được báo chí chính thống Việt Nam đưa tin : < URL > … / them-nghi-van-virus-corona-moi-xua … _ _ _ Trung_Quốc lưu_trữ virus đã được tinh_chế , đã được_biến_đổi_gen cho các mục_đích không_thể công_khai_hoá ? ? ? Nguồn video : VietCatholic",2800,187,2100.0,1,1074,2
1290,1291,0f0ea24e6c1e04cdd94f2077dcf1ffe1,"Tại phiên_toà , Hội_đồng giám_đốc_thẩm chỉ ra mâu_thuẫn giữa các lời khai của Hồ_Duy_Hải , nhân_chứng và những vi_phạm nghiêm_trọng về tố_tụng mà cơ_quan điều_tra , toà sơ_thẩm , toà phúc_thẩm chưa làm rõ . VẬY_MÀ CÁC ÔNG VẪN CỐ HOÀN_TẤT HỒ_SƠ VÀ KẾT BẢN_ÁN TỬ_HÌNH ĐỂ LẤY THÀNH_TÍCH ? ? ?",40,22,2.0,1,3068,1
120,121,285be7f8fd5cbcb4c7ebd08adf25a309,"Thứ_trưởng Bộ Y_tế Nguyễn_Trường_Sơn cho biết 90.000 bác_sĩ , 125.000 điều_dưỡng cả nước đã được điều_động sẵn_sàng tham_gia chống dịch . Trong kịch_bản Covid-19 lan rộng , ngành y_tế dự_kiến huy_động thêm sinh_viên ngành y , dược , Thứ_trưởng Sơn nói với < URL > chiều 17/3 . "" Sinh_viên năm cuối của các trường đại_học y và dược sẽ được tập_huấn về kỹ_thuật lấy mẫu xét_nghiệm , tổ_chức cách_ly , phụ việc cho các y_bác_sĩ . Dự_kiến nhóm này có khoảng 16.000 người "" , Thứ_trưởng Sơn nói . Các bệnh_viện trung_ương , quân_đội , công_an và bệnh_viện địa_phương đều được yêu_cầu lên "" phương_án nóng "" sẵn_sàng phục_vụ chống dịch . Lực_lượng bác_sĩ , y_tá về hưu , trung_cấp y_khoa ... cũng được tính đến trong bài_toán về nhân_lực y_tế . Ngành y_tế đã phân tuyến điều_trị bệnh_nhân rất mạnh_mẽ . Tuyến xã có_thể theo_dõi các ca bệnh , tuyến huyện có_thể điều_trị , chỉ những bệnh_nhân nặng mới chuyển tuyến trung_ương . "" Mạng_lưới điều_trị của Việt_Nam đang hoạt_động hiệu_quả "" , Thứ_trưởng Sơn nói . Về trang_thiết_bị y_tế , hiện ngành có khoảng 3.000 máy thở ở các bệnh_viện . Những bệnh_viện cấp huyện cũng trang_bị máy thở . Trường_hợp dịch lan rộng , ngành y_tế điều_động máy thở ở nơi không có dịch đến_nơi có dịch . Ngành y_tế cũng xây_dựng kế_hoạch mua_sắm thêm vật_tư y_tế cần_thiết như thuốc , máy_móc , khẩu_trang , đồ bảo_hộ , dung_dịch sát_khuẩn ... Số_lượng giường_bệnh hiện vẫn đảm_bảo cho việc cách_ly và điều_trị cho các bệnh_nhân . Hai thành_phố lớn là Hà_Nội và TP HCM chuẩn_bị cơ_sở_hạ_tầng y_tế cho tình_huống dịch xấu nhất . Giáo_sư Nguyễn_Tấn_Bỉnh , Giám_đốc Sở Y_tế TP HCM , cho biết thành_phố chuẩn_bị sẵn_sàng nhân_lực , cơ_sở vật_chất , trang_thiết_bị ứng_phó Covid-19 , kể_cả trong tình_huống dịch kéo_dài . TP HCM vừa chuyển_đổi Bệnh_viện huyện Cần_Giờ thành cơ_sở chuyên điều_trị bệnh_nhân Covid-19 có 300 giường_bệnh , bắt_đầu tiếp_nhận những người từ các khu cách_ly tập_trung xuất_hiện các triệu_chứng sốt , ho ... từ ngày 16/3 . Bệnh_viện dã_chiến Củ_Chi vốn là khu cách_ly tập_trung cũng được chuyển thành nơi tiếp_nhận điều_trị với quy_mô 300 giường . "" Bệnh_viện Ung_bướu TP HCM cơ_sở 2 sẽ hoạt_động vào tháng 6 . Nếu bệnh_nhân tiếp_tục tăng , Sở sẽ có phương_án đưa nơi đây thành nơi điều_trị bệnh_nhân nhiễm nCoV "" , ông Bỉnh nói . TP HCM cũng chuẩn_bị vận_hành 10 phòng áp_lực âm tại Bệnh_viện dã_chiến Củ_Chi và 10 phòng áp_lực âm tại huyện Cần_Giờ , tăng thêm 1.200 máy thở . 400 bác_sĩ chuyên_khoa nhiễm được huy_động , đang tập_huấn cho khoa khác để tăng nhân_lực có_thể điều_trị cho 1.000-1.400 người_bệnh . Trong tháng 4 , thành_phố đã chuẩn_bị sẵn_sàng hơn 20.000 bộ kit xét_nghiệm dịch Covid-19 . Trong tháng 5 , tháng 6 , ngành y_tế cũng dự_trù hơn 20.000 bộ xét_nghiệm . Khẩu_trang , đồ bảo_hộ chuyên_dụng , các trang_thiết_bị cũng đang được tăng_cường . "" Chúng_tôi cố_gắng xét_nghiệm , phân_loại toàn_bộ hành_khách nhập_cảnh vào TP HCM từ vùng dịch . Công_đoạn này giúp ngăn_ngừa triệt_để dịch lây_lan trong cộng_đồng "" , ông Bỉnh nói . Hà_Nội cũng đang có các kịch_bản chống dịch trước tình_hình dịch_bệnh gia_tăng . Dịch cấp_độ 1 và 2 , các bệnh_viện đã chuẩn_bị 650 giường điều_trị bệnh_nhân , thuộc 41 bệnh_viện công_lập và 3 bệnh_viện ngoài công_lập . Dịch_bệnh ở cấp_độ 3 , số giường bố_trí điều_trị cách_ly bệnh_nhân là 1.290 . Trong trường_hợp dịch diễn_biến phức_tạp hơn , nhiều bệnh_nhân hơn , ngành y_tế có_thể bố_trí 4.040 giường_bệnh . Trong đó , 50% giường_bệnh huy_động ở các bệnh_viện đa_khoa , còn lại tập_trung tại bệnh_viện dã_chiến . Theo Chủ_tịch UBND Nguyễn_Đức_Chung , những ngày tới công_dân từ các nước châu_Âu về đông , thành_phố Hà_Nội đã lên kế_hoạch chuẩn_bị cơ_sở vật_chất , địa_điểm tiếp_đón , cách_ly . Khu tái định_cư Thượng_Thanh ( quận Long_Biên ) có 427 căn_hộ có_thể cách_ly được khoảng 2.000 người . Khu nhà ở sinh_viên tại phường Tứ_Hiệp , quận Hoàng_Mai có_thể đáp_ứng 2.000 trường_hợp . Bệnh_viện đa_khoa Mê_Linh ( cũ ) được thành_phố sửa lại với mục_đích phục_vụ 200 bệnh_nhân . Ngoài_ra , cơ_sở vật_chất sẵn có ở các trường dạy nghề ở Phú_Xuyên , Sơn_Tây , Chương_Mỹ ... cũng có_thể được sử_dụng . Tính đến 10h sáng nay , Việt_Nam đã ghi_nhận 67 bệnh_nhân Covid-19 , trong đó 16 bện",620,22,81.0,0,806,1
